metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
snmp.ospfNbrEvents,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The number of times this neighbor relationship has changed state or an error has occurred.,0,cisco,
snmp.ospfNbrLsRetransQLen,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The current length of the retransmission queue.,0,cisco,
snmp.ospfVirtNbrState,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The state of the virtual neighbor relationship.,0,cisco,
snmp.ospfVirtNbrEvents,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The number of times this virtual link has changed its state or an error has occurred.,0,cisco,
snmp.ospfVirtNbrLsRetransQLen,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The current length of the retransmission queue.,0,cisco,
snmp.ospfIfRetransInterval,count,,second,,"[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The number of seconds between link state advertisement retransmissions, for adjacencies belonging to this interface.",0,cisco,
snmp.ospfIfState,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The OSPF Interface State.,0,cisco,
snmp.ospfIfLsaCount,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The total number of link-local link state advertisements in this interface's link-local link state database.,0,cisco,
snmp.ospfVirtIfRetransInterval,count,,second,,"[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The number of seconds between link state avertisement retransmissions, for adjacencies belonging to this interface.",0,cisco,
snmp.ospfVirtIfState,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] OSPF virtual interface states.,0,cisco,
snmp.ospfVirtIfLsaCount,count,,,,[Arista] [Aruba] [Generic router] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Palo Alto] [F5 BIG-IP] The total number of link-local link state advertisements in this virtual interface's link-local link state database.,0,cisco,
snmp.entPhySensorValue,gauge,,,,[Cisco ASA 5525] [Arista] The most recent measurement obtained by the agent for this sensor.,0,cisco,
snmp.ciscoEnvMonTemperatureStatusValue,gauge,,,,[Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] The current value of the testpoint being instrumented.,0,cisco,
snmp.ciscoEnvMonSupplyState,gauge,,,,[Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] The current state of the power supply being instrumented.,0,cisco,
snmp.ciscoEnvMonFanState,gauge,,,,[Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] The current state of the fan being instrumented.,0,cisco,
snmp.cswStackPortOperStatus,gauge,,,,[Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] The state of the stackport.,0,cisco,
snmp.cswSwitchState,gauge,,,,[Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] The current state of a switch.,0,cisco,
snmp.cefcFanTrayOperStatus,gauge,,,,[Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] The operational state of the fan or fan tray.,0,cisco,
snmp.ciscoMemoryPoolUsed,gauge,,,,[Cisco ASA 5525] Indicates the number of bytes from the memory pool that are currently in use by applications on the managed device.,0,cisco,
snmp.ciscoMemoryPoolFree,gauge,,,,[Cisco ASA 5525] Indicates the number of bytes from the memory pool that are currently unused on the managed device.,0,cisco,
snmp.ciscoMemoryPoolLargestFree,gauge,,,,[Cisco ASA 5525] Indicates the largest number of contiguous bytes from the memory pool that are currently unused on the managed device.,0,cisco,
snmp.cfwConnectionStatCount,rate,,,,[Cisco ASA 5525] This is an integer that contains the value of the resource statistic.,0,cisco,
snmp.cfwHardwareStatusValue,gauge,,,,[Cisco ASA 5525] This object contains the current status of the resource.,0,cisco,
snmp.cvsChassisUpTime,gauge,,time,,[Cisco ASA 5525] The time (in hundredths of a second) since the chassis device was last re-initialized.,0,cisco,
snmp.hrSWRunPerfMem,gauge,,,,[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The total amount of real system memory allocated to this process.,0,cisco,
snmp.hrSWRunPerfCPU,gauge,,,,[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of centi-seconds of the total system's CPU resources consumed by this process.,0,cisco,
snmp.hrSWRunStatus,gauge,,,,[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The status of this running piece of software.,0,cisco,
snmp.ccvpSipIntAvgLatency1,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The average period of time elapsed between the arrival of a CONNECT message from ICM and when the call is actually answered, on the first transfer request for the calls",0,cisco,
snmp.ccvpSipIntAvgLatency2,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The average period of time between the arrival of a CONNECT message from ICM and when the call is actually answered, on the second and subsequent transfer request for the call.",0,cisco,
snmp.ccvpSipIntConnectsRcv,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of CONNECT messages received by the SIP service in order to perform a Customer Voice Portal transfer, since system start.",0,cisco,
snmp.ccvpSipIntNewCalls,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of SIP INVITE messages received by CVP since system start time.",0,cisco,
snmp.ccvpSipRtActiveCalls,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The count of active calls being handled by the CVP SIP service.",0,cisco,
snmp.ccvpSipRtTotalCallLegs,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The count of the number of SIP call legs being handled by the SIP service.",0,cisco,
snmp.ccvpLicAggMaxPortsInUse,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The peak number of simultaneous port licenses used since the start of the system.",0,cisco,
snmp.ccvpLicRtPortsInUse,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of port licenses currently in use on the call server.",0,cisco,
snmp.ccmRegisteredGateways,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of gateways that are registered and actively in communication with the local call manager.",0,cisco,
snmp.ccmRegisteredPhones,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of phones that are registered and actively in communication with the local call manager.",0,cisco,
snmp.ccmRejectedPhones,rate,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of phones whose registration requests were rejected by the local call manager.",0,cisco,
snmp.ccmUnregisteredPhones,rate,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of phones that are unregistered or have lost contact with the local call manager.",0,cisco,
snmp.cvCallVolPeerIncomingCalls,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The total number of active calls that has selected the dialpeer as an incoming dialpeer.",0,cisco,
snmp.cvCallVolPeerOutgoingCalls,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The total number of active calls that has selected the dialpeer as an outgoing dialpeer.",0,cisco,
snmp.cvCallVolMediaIncomingCalls,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The total number of inbound active media calls through this IP interface.",0,cisco,
snmp.cvCallVolMediaOutgoingCalls,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The total number of outbound active media calls through the IP interface.",0,cisco,
snmp.dialCtlPeerStatsAcceptCalls,count,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of calls from this peer accepted since system startup.",0,cisco,
snmp.dialCtlPeerStatsFailCalls,count,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431]The number of failed call attempts to this peer since system startup.",0,cisco,
snmp.dialCtlPeerStatsRefuseCalls,count,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of calls from this peer refused since system startup.",0,cisco,
snmp.dialCtlPeerStatsSuccessCalls,count,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of completed calls to this peer.",0,cisco,
snmp.cccaPimStatus,gauge,,,,"[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The last known status of the enterprise contact center application peripheral interface manager functional component.",0,cisco,
snmp.cccaRouterAgentsLoggedOn,gauge,,,,[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The number of contact center agents currently managed by the enterprise contact center application.,0,cisco,
snmp.cccaRouterCallsInProgress,gauge,,,,[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The current number of active (voice) calls being managed by the enterprise contact center application.,0,cisco,
snmp.cccaRouterCallsInQueue,gauge,,,,[Cisco UC Virtual Machine] [Cisco ICM] [Cisco ISR 4431] The total number of calls queued in all network Voice Response Units (VRUs) from the router's perspective.,0,cisco,
snmp.bgpPeerAdminStatus,gauge,,,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The desired state of the BGP connection.,0,cisco,
snmp.bgpPeerNegotiatedVersion,gauge,,,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The negotiated version of BGP running between the two peers.,0,cisco,
snmp.bgpPeerRemoteAs,gauge,,,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The remote autonomous system number.,0,cisco,
snmp.bgpPeerState,gauge,,,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The BGP peer connection state.,0,cisco,
snmp.bgpPeerConnectRetryInterval,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The time interval in seconds for the ConnectRetry timer.,0,cisco,
snmp.bgpPeerHoldTime,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The time interval in seconds for the Hold Timer established with the peer.,0,cisco,
snmp.bgpPeerKeepAlive,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The time interval in seconds for the KeepAlive timer established with the peer.,0,cisco,
snmp.bgpPeerHoldTimeConfigured,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The time interval in seconds for the Hold Time configured for this BGP speaker with this peer.,0,cisco,
snmp.bgpPeerKeepAliveConfigured,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The time interval in seconds for the KeepAlive timer configured for this BGP speaker with this peer.,0,cisco,
snmp.bgpPeerMinASOriginationInterval,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The time interval in seconds for the MinASOriginationInterval timer.,0,cisco,
snmp.bgpPeerInUpdates,rate,,message,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The number of BGP UPDATE messages received on this connection.,0,cisco,
snmp.bgpPeerOutUpdates,rate,,message,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The number of BGP UPDATE messages transmitted on this connection.,0,cisco,
snmp.bgpPeerInTotalMessages,rate,,message,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The total number of messages received from the remote peer on this connection.,0,cisco,
snmp.bgpPeerOutTotalMessages,rate,,message,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The total number of messages transmitted o the remote peer on this connection.,0,cisco,
snmp.bgpPeerFsmEstablishedTransitions,rate,,,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] The total number of times the BGP FSM transitioned into the established state.,0,cisco,
snmp.bgpPeerFsmEstablishedTime,gauge,,second,,[Arista] [Cisco c3850] [Cisco Nexus] [Cisco ASA 5525] [Cisco CSR1000v] [F5 BIG-IP] This timer indicates how long (in seconds) this peer has been in the Established state or how long since this peer was last in the Established state.,0,cisco,
snmp.ifSpeed,gauge,,,,"[Generic router] An estimate of the interface's current bandwidth in bits per second, or the nominal bandwidth.",0,cisco,
snmp.ifHighSpeed,gauge,,,,"[Generic router] An estimate of the interface's current bandwidth in units of 1,000,000 bits per second, or the nominal bandwidth.",0,cisco,
snmp.ifBandwidthInUsage.rate,gauge,,percent,,"[Generic router] The percent rate of used received bandwidth.",0,cisco,
snmp.ifBandwidthOutUsage.rate,gauge,,percent,,"[Generic router] The percent rate of used sent bandwidth.",0,cisco,
snmp.rttMonLatestRttOperSense,gauge,,,,A sense code for the completion status of the latest RTT operation.,0,cisco,
snmp.rttMonCtrlOperTimeoutOccurred,gauge,,,,This object will change its value for all RttMonRttTypes.,0,cisco,
